MENSAJES;POLARIDAD
Recuerden que la interaccion debe quedar evidenciada en Facebook por consiguiente les pido hacerlo en el chat de Facebook y si utilizan otro por favor colgar el archivo con el resumen de la interaccion Mil gracias;negativo
Ok ing;positivo
De acuerdo Ing;positivo
Debemos ir planteando las restricciones;neutro
Debemos considerar que segun el problema plateado tenemos 14 restricciones;neutro
Las restricciones debemos ir colocando en cada casilla;neutro
Cigarrillos Malboro Lark;positivo
Propongo que vayamos resolviendo paso a paso hasta llegar a la respuesta solicitada;neutro
Eso seria lo correcto;positivo
Prosigamos;positivo
En la casa verde se bebe cafe por lo cual no es esta la respuesta correcta;negativo
Este es mi aporte companeros;positivo
Correcto companero;positivo
Buen trabajo Estoy listo para colaborar en el grupo;positivo
Segun el analisis esta seria la respuesta;neutro
George muy buenos dias Gracias infinitas ya lo revisaremos;positivo
Gracias infinitas por compartir su tarea;positivo
Aui os dejo el LINK del Chat Grupal donde interactuaremos;neutro
Companeros Que tenemos que hacer ahora Por favor el LIDER y Secretario que informen Saludos;neutro
Saludos George debemos publicar el trabajo final en Google Docs;positivo
Hola Marco mil gracias su gentileza;positivo
A usted tambien ingeniera por estar al tanto Saludos;positivo
Estimados companeros Perdonen aun nos queda del trabajo en Grupo Verdad Cuando lo terminamos;positivo
Companeros bienvenidos al Grupo de Trabajo No 13;neutro
Jhon dos cosas a por favor envieles un correo a sus companeros de equipo para pedirles se unan y b FELICITACIONES esta linda la portada;positivo
Companeros una vez que se ha desarrollado el ejercicio 5 13 de manera individual favor compartir las diferentes estrategias que utilizaron para el desarrollo grupal;positivo
Buenas tardes companeros espero sus aportes para la resolucion del acertijo de einsten;positivo
En lo que respecta a mi aporte yo lo primero que hice fue agrupar todos los detalles que forman parte del acertijo por vecinos casas mascotas bebidas y cigarrillos;positivo
Hay que tomar en cuent que existen 5 casas 5 nacionalidades diferentes t tipos de cigarros diferentes una bebida diferentes y una mascota diferente;positivo
una vez sacado los datos del acertijo procedemos a colocarlos en una tabla en la cual como encabezado tenemos color casa mascota bebida cigarrillos y como encabezados de las filas las nacionalidades ingles espanol noruego ucraniano y japones;positivo
Una vez realizada la tabla deducimos lo siguiente El noruego vive en la primera casa por lo tanto no vive en la del medio y por lo tanto no toma leche como el te lo bebe el ucraniano al noruego solo le queda cafe zumo de naranja y agua Puesto que el noruego vive en la primera casa no tiene ninguna otra a la izquierda por lo tanto no vive en la verde ademas vive junto a la casa azul y como en la roja vive el ingles al noruego le quedan marfil o amarilla;positivo
El dueno de la casa verde toma cafe por lo tanto no es el ucraniano que solo puede vivir en la casa marfil amarilla o azul lo ponemos tambien en la tabla y por el mismo motivo el noruego no bebe cafe asi que se lo quitamos como posibilidad;neutro
Segun la clave El dueno de la casa verde toma cafe y puesto que sabemos que el ucraniano toma te el ingles solo pude beber leche zumo de naranja o agua Ademas El dueno de la casa amarilla fuma Kools el britanico solo puede fumar Chesterfield Lucky Strike o Winston;neutro
El que fuma Lucky Strike bebe zumo de naranja por lo tanto el ucraniano al no beber zumo de naranja tampoco fuma Lucky Strike ni Parliaments le quedan Kools Chesterfield o Winston El que fuma Lucky Strike bebe zumo de naranja por lo tanto el japones no bebe ni zumo de naranja ni te le queda leche o agua;neutro
La persona que fuma Winston tiene caracoles por lo tanto el japones no tiene ni caracoles ni perro le quedan zorro caballo y cebra El espanol tiene un perro por lo tanto ni fuma Winston ni Parliaments le quedan Chesterfield Lucky Strike y Kools;negativo
Jhon muy buenos dias Bien su razonamiento espermos la opiniones de los demas integrantes del equipo;positivo
El dueno de la casa amarilla fuma Kools por lo tanto no es el japones le queda la casa verde marfil o azul El noruego vive en la primera casa y es la amarilla entonces tambien fuma Kools puesto que es el quien vive en la amarilla el ucraniano solo puede vivir o en la marfil o en la azul;positivo
Puesto que las casas roja y amarilla ya estan ocupadas el espanol vive en la verde marfil o azul La persona que tiene un caballo vive junto a la que fuma Kools por lo tanto el noruego no tiene ni caballo ni perro le queda caracoles zorro y cebra pero como los caracoles son de quien fuma Winston solo puede tener un zorro o una cebra;neutro
Cambiamos de estrategia e intentamos poner el orden de las casas El noruego vive en la primera casa que es amarilla y ademas vive junto a la casa azul que solo puede ser la segunda En la casa del medio beben leche Y como en la verde toman cafe no es esta ademas la verde esta a la derecha de la casa marfil y como los Kools son fumados en la casa de al lado de donde se guarda el caballo el caballo debe estar en la casa marfil entonces la verde estaria en la posicion 4 y la ultima casa seria la roja;neutro
La persona que tiene un caballo vive en la casa que queda a lado de donde se fuma Kools por lo tanto el caballo vivira en la casa 3 que es la marfil puesto que el espanol tiene un perro no vive en la casa azul El dueno de la casa verde toma cafe por lo tanto el ucraniano no vive en la casa 4 sino en la 2 el japones puede vivir en la casa marfil o en la verde igual que el espanol;positivo
Buenas noches companeros en la resolucion del ejercicio me dio lo siguiente En la casa verde que esta habitada por el Japones se fuman Parliaments y se bebe cafe tienen por mascota una cebra En la casa amarilla que esta habitada por el Noruego se fuman Kools y tiene como mascota un zorro se bebe agua;positivo
Me salieron varias tablas de PSR que voy a ir subiendo en imagenes;neutro
Manana seguire subiendo las tablas PSR del ejercicio;positivo
Gracias infinitas por compartir su tarea;positivo
Companeros buen dia ya compartido cada uno de nuestros trabajos elaboremos el que se va a enviar a la profesora como trabajo final Saludos;positivo
Hola que les parece si en la portada se coloca una imagen que tenga relacion con la asignatura;positivo
Mi documento registrado con la fecha 25 de abril a 1 de mayo cumpliendo con lo requerido;positivo
TENEMOS HASTA EL 8 de mayo _Compas estan publicados y aceptados tiene que publicar su trabajo como yo lo he hecho asi podemos argumentar ideas y esta documentacion sera enviada a la profesora para despues consolidar todo en un solo documento y subirlo en Google Docs;positivo
Tengo un documento publicado comenten y agreguen si pueden ideas para cumplir lo estipulado por la profesora;positivo
hasta el 8 se debe analizar ese documento y de ahi hasta el 11 ajustar el documento a ser entregado;neutro
Bueno en mi documento esta expuesto para que lo comente por favor de esta manera tenemos tiempo y para completarlo con las ideas de todos deme una cuenta en Google drive para darle permisos para que comente en este trabajo y perfeccionarlo y;positivo
En el documento si te deje unos comentarios que no se activaron;neutro
Yo le agregue permisos para comentar a su correo pero se necesita una cuenta en Google drive o Google gmail para poder hacer que esto sea posible los comentarios son importantes para cumplir con lo que enfatizo la profesora y;neutro
Ok mi cuenta gmail es lvrstrd gmail com;positivo
Ahi que me apoye;positivo
Sus comentarios han sido agregados al documento muy bien;positivo
Por mi parte he cumplido enviando el link a la profesora para que acceda a este grupo y para que pueda comentar el documento;positivo
Ah ya Y ha respondido algo la profesora;positivo
No pero como es hasta el 11 le reenviare aunque el mismo link de este documento se actualiza y se sincroniza con todo cambio que le efectuemos asi que sus comentarios le he agregado al documento;neutro
Ah ya ya ok voy manana tambien a revisar un poco mas pata de ahi envie en la tarde ok;positivo
Por supuesto listo entonces;positivo
Hola que les parece si en la portada colocan una imagen que tenga relacion con la asignatura;positivo
Saludos estimada he puesto los integrantes porque el grupo es cerrado y para que los integrantes se familiaricen con su grupo lo he puesto de esta manera ahora bien el plazo maximo segun planificacion es 11 de mayo esta todo lo requerido su amabilidad si es necesario extender la fecha pero actualmente todo esta listo cumpliendo lo requerido este documento en Google docs se ha desarrollado con 3 companeros que han publicado comentarios y le envie a su correo a mas del link de acceso a este grupo tambien el link del documento en Google docs;positivo
Revisando los tres documentos podemos ver que el concepto de medida de rendimiento aun no lo tenemos muy claro;neutro
Las medidas de rendimiento son criterios que dan el exito en el comportamiento del agente;positivo
Secuencias de acciones de acuerdo a las percepciones recibidas;positivo
De acuardo pero tienen un fin ese fin es calificado como exito o fracaso;neutro
por tanto debe ser el estado final deseado la secuencia de estados para llegar a este es de lo que se trata la IA;neutro
buscar el mejor camino a ese estado de exito;positivo
Se podria solicitar mas ejemplos y conceptos claros a Ing Tutora;positivo
No creo sea necesario;negativo
Si puedes adelantar un poco en la materia se aclara ya que en la resolucion de problemas mediante busqueda se define que es el test objetivo;positivo
En la parte de entorno no veo problemas;positivo
Se revisara la informacion;neutro
Y los actuadores y sensores me parece que tambien no hay mucho que tratar solo que en mi forma de ver los actuadores son dispositivos de salida y los sensores son dispositivos de entrada simplificando los terminos para mejor aplicacion y comprension;positivo
Washington Quillupangui ha cambiado el nombre del grupo IA IBIM por G1 IA AA2016;neutro
Washington Quillupangui ha cambiado el nombre del grupo G1 IA AA2016 por G4 IA AA2016;neutro
Hola muy buenas tardes Que les parece si en la portada colocan algo que tenga relacion con la asignatura;positivo
Trabajando;positivo
Companera tambien puede incluir aplicaciones moviles ya que se tiene abierto la navegacion por internet;positivo
Considero muy interesante su descripcion estimada companera Yo propongo especificar unos detalles adicionales que describo a continuacion MEDIDA DE RENDIMIENTO Terreno explorado y reportado las muestras recogidas y analizadas AMBIENTE El aterrizaje ACTUADORES Recolector de muestras dispositivo recolector de muestras dispositivo de analisis de muestras radiotransmisor;positivo
en el ambiente podriamos cambiar por el tipo de terreno que tendriamos en Marte con rocas con arena irregular;positivo
Voy a dar inicio a la resolucion del ejercicio identificando la descripcion REAS del siguiente agente;neutro
En el entorno de trabajo referente a la medida de rendimiento se deberia generalizar los objetivos ya ques si no se la hace de esta manera tendriamos que detallar y extendernos demasiado;neutro
Gracias por su observacion companera la tendre en cuenta;positivo
en Rendimiento podria ser juego seguro mejora posibilidad de ganar;neutro
En ambiente yo propongo cancha de futbol parque calle zona de entrenamiento;positivo
y en Sensores podria ir sensor de proximidad;neutro
Si le parece puede revisar mi trabajo para ver otra opcion companero;neutro
Cronograma de trabajo;positivo
Gracias estimada Sandy ya lo voy a revisar;positivo
Gracias Sandy;positivo
Voy a continuar con la descripcion del ultimo agente;neutro
Hola Javier esperemos a ver que dicen sus colegas;positivo
Hola companero muy buenos dias considero sus apreciaciones muy validas;positivo
Companeros en Ambiente no entra tambien clientes dispositivos moviles computadores;negativo
Clientes no companero las otras 2 opciones podrian ser Esperemos para ver q dice Javier;negativo
La sugerencia es por que los usuarios finales son los clientes;neutro
si companero esta en lo cierto;neutro
Yendo a lo mas especifico tiene razon;neutro
Buenos dias Companero Heras Javier tenemos que ver lo de la elaboracion del documento usted es el secretario;positivo
Companeros adjunto mi trabajo revisen para aportar y hacer el grupal;neutro
CONFIRME COMPANERO INVITARON A LA PROFESORA;neutro
Gracias por el interes companero ya le envie el link del grupo a la profesora;positivo
Buenas noches companeros los invito a que interactuen en el grupo con comentarios o sugerencias para hacer el trabajo de la mejor manera No solo se calificara el trabajo en si tambien se hara una heteroevaluacion realiza la profesora autoevaluacion cada integrante se hace una evaluacion personal y una coevaluacion evaluacion entre integrantes del grupo;positivo
Companeros hagan su trabajo ejercicio 2 5 del libro y compartanlo hasta el martes de la proxima semana para que todos podamos comprobar argumentar o refutar las respuestas de cada uno de los trabajos de esta manera estariamos cumpliendo con el numeral 4 del trabajo colaborativo;positivo
Ok ya reviso mi documento y adjunto nuevamente gracias;positivo
Estimados companeros espero que sigan avanzando con su trabajo les recuerdo que manana es el plazo limite para compartirlos ya que tenemos que seguir con el numeral 4 del trabajo colaborativo Si tienen alguna duda haganla saber para entre todo el grupo despejarla Tambien les informo que tenemos que elegir un secretario Alguna idea para elegirlo;positivo
el resto todos pueden ser validos porque esto depende del disenador del agente que nivel de profundidad quiera darle a su agente;neutro
Gracias por sus comentarios pero en lo de recarga optima de bateria me refiero ha recargarla por completo una vez que se agoto no al consumo;positivo
Amigo Cual seria la funcion de la camara web en el agente de teoremas matematicos;positivo
Por medio de reconocimiento del ejercicio se puede aconsejar el uso de un teorema seria como el traductor web de google reconoce los idiomas y los traduce al momento en nuestro caso evalua el ejercicio y por medio de las variables que contenga se puede dar un teorema para que sea aplicado Saludos;positivo
Osea reconocimiento de los problemas Ok;neutro
De 6 a 8 pm estoy disponible todos los dias;positivo
Estoy de acuerdo con el chat creo que todos podemos en la noche;positivo
Estan de acuerdo para realizar hoy el chat de 6 a 7 pm;positivo
A las 6 esta bien y aprovechamos para elegir el secretario el es el encargado de ir creando el documento del trabajo colaborativo con nuestros aportes;positivo
Si 6 a 7;positivo
Les informo que falto un companero del grupo que nunca se hizo presente le envie varios correos y no respondio ya le notificare a la profesora;negativo
Bueno entonces quedamos a las 6 pm;positivo
OK alexander por favor pon en un solo estilo de letra y formato APA y adjunta las referencias de todos;positivo
Listo en a tarde les subo el archivo modificado;positivo
Les escribi un mail;neutro
Listo dele nomas;positivo
Un cambio de ultimo momento el documento lo debe subir el secretario Alexander Debe entrar a la plataforma brightspace y enviar en el apartado que dice Trabajo colaborativo;positivo
Si lo envia me confirma;neutro
Ya subi el archivo el plazo estaba por terminar ya les aviso cualquier cosa;positivo
Ok companero todo bien;positivo
Gracias companero por motivos de trabajo no pude leer el comunicado;neutro
Companeros por favor no se olviden de hacer su autoevaluacion y coevaluacion la coevaluacion debe ser una por cada integrante del trabajo colaborativo y subirla a brightspace hasta las 23 00 pm de hoy Si tienen alguna duda me avisan;neutro
se encuentra listo companero ya esta enviado Saludos;positivo
algo mas que deba aportar la verdad estoy perdida en esto;negativo
El PLE es un sistema que ayuda a los estudiantes a tomar el control y gestion de su propio aprendizaje es decir esta conformado por etapas basicas como son Buscadores de informacion Editores de informacion Relacion con las personas;positivo
Cuando hablamos de PLE o entendido de mejor manera como Entorno Personal de Aprendizaje nos referimos a la manera en la que cada uno de nosotros entendemos como se aprende y en que contexto se aprende asi como donde aprendemos haciendo que cosas aprendemos y con quien aprendemos para poder compartir los conocimientos El PLE esta basado y mantiene 3 herramientas las cuales son 1 de donde leemos o absorbemos conocimientos 2 Donde modificamos o reflexionamos estos conocimientos 3 con quien nos relacionamos para aprender y compartir los conocimientos;positivo
Companero saludos disculpe en que pagina esta el ejercicio xq no lo encuentro usted dice pag 654 pero no hay nada Rommel Constante;negativo
mil disculpas creo que es la 65;positivo
Rommel Constante graciasss no sabia cual era es el 2 5;positivo
Rommel Constante entonces en que les ayudo que no mas tienen para seguir completando;positivo
estan publicados los trabajos de patricio y de mi persona para contribuir con lo que falte companero;positivo
ya unifico en el documento para ver como esta ya lo subo en 30min;positivo
Pngase en contacto con Patricio Sandoval es el secretario y esta realizando el informe final;positivo
Patricio Sandoval Saludos companero pido mil disculpas me integro al trabajo seria bueno utilizar google docs para revisar todos el trabajo en linea y poder seguir avanzando con lo que falte;positivo
Patricio Sandoval Rommel Constante companeros o como seguimos completando para no trabajar en lo mismo en que seguimos avanzando;positivo
Hola Rommel Constante un gusto cual es la tarea;positivo
Empecemos con la revision de los 2 primeros items que os propone la Maestra Manejar el significado de REAS y Resolver de manera personal el ejercicio 2 5 de la pagina 654 del libro base Comentemos sobre el significado de REAS para tener una idea unica todo el grupo;positivo
si estoy equivocado por favor corrijanme;negativo
tenemos un cronograma de trabajo en el material que nos dio la Maestra podemos seguirlo para organizarnos mejor;positivo
Estoy de a cuerdo pero en esta area pensaria que se debe tratar de manera asincronica;neutro
Saludos companeros entonces iniciamos resolviendo el ejercicio;positivo
Si Giovanny Cholca el companero Rommel Constante propuso comentar el significado de REAS;neutro
companeros buenos dias por favor aprovechemos el feriado para raelizar la tarea;positivo
Giovanny indicarme su correo para enviarle los dos documentos hasta ahora trabajados;positivo
OK Hay que cumplir los requisitos del documento Heteroevaluacion donde es importante la bibliografia;positivo
ES un documento enviad por la profesora y hay que descargarlo de la plataforma Le enviare por correo enseguida;positivo
Patricio Sandoval por favor responder si hago un solo documento y lo envio ya nos coje la noche y es para manana;neutro
Con Rommel se acordo integrar los aportes de todos en un solo documento esa es la tarea yo puedo hacerlo manana para que lo revisen y se suba Hay que integrar los aportes evitando duplicar contenidos organizandolos de manera jerarquizada y con buena redaccion y ortografia;positivo
Giovanny Cholca el documento lo va hacer Patricio Sandoval que es el secretario y ese es el documento que se subira como trabajo de grupo usted no tiene que subir ningun trabajo es uno solo por grupo;neutro
le recomiendo que lea las indicaciones de la Maestra para no caer en errores;positivo
creo que debe realizar sus aportaciones publicarlas en el grupo para que la Maestra considere su aportacion y con ese trabajo manana Patricio Sandoval eleborara un solo documento recogiendo el criterio de todos;positivo
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Rommel saludos y dispuesto a cumplir con el trabajo del grupo Donde puedo mirar las descripciones de las REAS solicitadas;positivo
un documento adjunto envio la Maestra;positivo
Rommel donde lo puedo descargar este documento El que dispongo es Trabajo colaborataivo 1 PDF;neutro
Rommel Reenvio mi aporte para el trabajo colaborativo 1;positivo
suba el archivo companero para verificar;positivo
podemos harer un complemento con mi aporte q le parece hasta ver que nos dice la maestra;positivo
solo esxisten criterios de los dos y no podemos esperar a que se integren mas manana tenemos que enviar el trabajo;negativo
De acuerdo En el documento final hay que incluir bibliografia;positivo
Sugiero basarnos en la matriz y incrementar los contenidos suyos luego revisarlos pata que no hayan duplicados asimismo descartar los posibles errores;positivo
en el mio si creo que esta;neutro
pedo de todas maneras hay que citar las suyas;negativo
Si es importante de acuerdo con el documento Heteroevaluacion Puedo fungir como secretario si no hay otro participante;positivo
de acuerdo Patricio Sandoval usted haga el papel se secretario;positivo
Consolidare los aportes de los dos en la matriz manana en la manana le envio para su revision final y subida para la profesora Favor confirmar;positivo
confirmado Patricio Sandoval gracias por su colaboracion ha sido muy valiosa;positivo
Companeros del grupo 5 remito a ustedes via e mail el documento que sistematiza los aportes presentados hasta la manana de hoy;positivo
Companeros del grupo 5 les informo que procedi a subir el documento con el trabajo del grupo de acuerdo con la funcion del secretario;positivo
Gracias Patricio;positivo
CVOMPANEROS PARA LA COEVALUACION TENEMOS QUE HACER CADA UNO DE LOS DEMAS COMPANEROS;positivo
COMPANERO POR FAVOR CONTINUAR CON LA COEVALUACION;negativo
Rommel tiene alguna indicacion sobre la coevaluacion Yo puedo subir el PDF con mi valoracion de usted y de Cholca Campues Byron Giovanny con el link habilitado en la plataforma Ustedes remitan su evaluacion sobre mi y entre si Favor confirmar el procedimiento Hay que subir el dia de hoy;positivo
Rommel tiene alguna indicacion sobre la coevaluacion Yo puedo subir el PDF con mi valoracion de usted y de Giovanny con el link habilitado en la plataforma Ustedes remitan su evaluacion sobre mi y entre si Favor confirmar el procedimiento;positivo
Q mas hay q colaborar por favor;positivo
Hola a todos Lista para trabajar espero instrucciones;positivo
Hola compa manana empezamos con todo;positivo
buenos dias companeros es placer contar con ustedes para realizar el trabajo en grupo ahora si empecemos a trabajar y distribuirnos el trabajo les agradezco su respuesta;positivo
Evelyn Salgado se siente optimista;positivo
Es un gusto ayudar ademas es por todos nos va va a ir muy bien ya que la colaboracion ha sido excelente;positivo
d gran ayuda companera;positivo
Perfecto lo tomare en cuenta para la realizacion del trabajo final;positivo
companeros como hemos quedado todas las aportaciones que podamos hacer que tenga la fecha limite como quedamos hasta l dia viernes 31 de octubre hasta las 8 00 pm para poder analizar bien la informacion de todos y tomar las partes mas importantes de cada uno de nuestros trabajos realizados y asi conformar uno solo gracias chicos por la atencion Jeanine Cardenas de Villacres Andres Balladares;positivo
ok companera;positivo
Jeanine de Villacres se siente decidida;positivo
Gracias amiga ya lo voy a revisar;positivo
Que chevre companeros tener ese apoyo mutuo vamos muy bien con las aportaciones antes de lo previsto ya estamos cumpliendo;positivo
Seria importante poner en la portada algo que se relacione con el tema o con la asignatura;neutro
Gracias licenciada por la recomendacion ya procedimos a cambiarle;positivo
Si en realidad la imagen cuenta y debe dar una idea sobre el fin del grupo que en nuestro caso seria aprender mas sobre el componente educativo de Computacion Extiendo un gracias enorme a nuestra Lider Evelyn Salgado que esta llevando a cabo un buen trabajo;positivo
Gracias a ustedes companeros han echo un gran trabajo gracias por su colaboracion un excelente grupo;positivo
si muchas gracias buen trabajo Evelyn;positivo
Clau Argudo Buenas tarde companera en vista q recien te incorporas al grupo te informo que cada uno vamos a mandar nuestra aportacion con el tema requerido por la licenciada sobre loa pasos a seguir para realizar un encabeza y pie de pagina te agradecemos tus aportaciones con l tema requerido enviado a nuestro companero jackasssandyr hotmail com al correo q te menciono por favor si puedes ayudanos enviando hasta l dia de manana gracias por incorporarte;positivo
claro ya envio mi parte;positivo
Que bueno Muchas gracias por tu aportacion amiga;positivo
Que bien companeros me parece que estamos respetando muy bien los tiempos asignados;positivo
Jeanine de Villacres se siente decidida;positivo
Chicos que tal sabian que existen 4 formas diversas y faciles de insertar encabezado y pie de pagina pues yo no lo sabia asi que les comparto este sito es wikihow com;positivo
Cada dia se aprende mas companera gracias por tus aportaciones;positivo
Companeros se les agradec por sus aportaciones son uneexcelente grupo;positivo
Buenos dias companeros les informo que el trabajo ya esta casi por terminado como podemos ver hemos acabado antes de lo previsto el trabajo son un excelente grupo gracias a sus aportaciones hemos llegado casi a su final del trabajo Jeanine Cardenas de Villacres Andres BalladaresClau Argudo se les felicita chicos a un pasito pequeno por terminar l trabajo;positivo
Es verdad falta tan solo verificar los ultimos detalles y lo subimos al Eva de antemano gracias sus aportes todos fueron de extrema importancia;neutro
Bueno companeros yo les recomendaria que ahora que ya estamos a las puertas para presentar el trabajo grupal no demos tiempo para realizar el trabajo de evaluacion y cohevaluacion los mismo que debemos subir al eva hasta el 8 de noviembre Suerte a todos;positivo
Companero Andres Balladares antes de enviar le pido gentilmente me haga llegar al correo el trabajo please mi correo es mariuxi261982 hotmail com;neutro
Jeanine de Villacres se siente satisfecha;positivo
asi es buen trabajo;positivo
si companeros un buen grupo nos pusieron felicidades chicos jaja ahora si a estudair que esta largo jajaja;positivo
Holaa companeras Jejeje saludos con todas;positivo
Buenos dias companeros;positivo
Hola estimada como me le va;positivo
Bien gracias aqui viendo lo del trabajo que ya nos toca hacer;positivo
Ha claroo Para que no nos valla agarrar para ultimo minuto Diganme nomas q yo si ayudo ajajj;positivo
Jj eso si no hay que estar confiados y entregar a lo ultimo pz ay k hacer ple algo asi era pero ay que esperar a las demas companeras;neutro
El entorno de trabajo esta conformado por las medidas de rendimiento el entorno actuadores y sensores del agente Todo lo anterior se resume en un acronimo conocimo como REAS Rendimiento Entorno Actuadores Sensores;positivo
Comparto mi aporte Desarrollo del ejercicio 2 5 del texto base;positivo
me refiero a la las partes articuladas de explorador autonomo;neutro
Claro lo que pasa es que lo quise resumir de forma mas general Basicamente al decir mecanismos de movimiento me refiero a todos esos mecanismos que le permiten al explorador autonomo de marte moverse ya que este podria ser un robot tipo carro como los que utiliza la nasa en sus exploraciones o podria ser un robot pequeno tipo dron o algo similar;neutro
Listo companeros este es el grupo en el que vamos a trabajar las participaciones se haran mediante este muro ningun otro medio sera valido en las proximas horas se determinara que hace cada quien por la premura del tiempo tambien pondremos fechas limites Gracias y saludos;positivo
Hola companero son nuevo en esto del facebook recien lo cree;positivo
Ok bueno esperemos que en un par de horas se activen los otros ocmpaneros ya que la primera actividad uya se vence hoy mismo;positivo
la de google docs;neutro
Bueno companeros quedan dos horas para subir los documentos a google docs es la primera fecha tope de presentacion En el proximo post informare las tareas de cada uno de los integrantes del grupo Toda comunicacion en adelante sera por este medio como referencia de la participacion Muchas gracias;positivo
Companeros Cuando compararemos los documentos;neutro
que sea hoy bien tardecita por fa qeu termino de trabajar medio tarde;positivo
les parece a las 9pm;positivo
Companeros 21h00 viernes 6 de mayo reaizaremos el trabajo grupal;positivo
Listo gracias companero;positivo
Necesito el permiso para verlo gracias;neutro
Segun lo que he investigado companero en Explorador autonomo de Marte y Asistente matematico para la demostracion de teoremas yo opino que lo que puso en medidas de rendimiento va en actuadores espero opiniones gracias;neutro
Interaccion trabajo final;positivo
Soraya Delgado una pregunta acerca de la parte de la creacion del documento en Google Docs sobre la experiencia del trabajo realizado hubo alguna respuesta de nuestra tutora;positivo
No hemos recibido respuesta de nuestra tutora;negativo
si mal no recuerdo es el lunes las tutorias con ellas asi que manana la tendremos;neutro
Si Sayra eso mismo pense;neutro
Bueno segun mi punto de vista el trabajo esta listo si lo revisan para saber si falta algo;positivo
El trabajo terminado hay que enviarlo hasta el11 de mayo en todo caso manana para preguntarle a nuestra tutora sobre ese documento de la experiencia porque la verdad yo no lo tengo claro;neutro
Ya lo estuve revisando a mi parecer esta completo y tiene sentido;positivo
Si eso es importante hacerlo el lunes lo haces tu o quieres que yo le pregunte;positivo
entonces por lo del ejercicio esta completo el trabajo;positivo
si esta completo lo unico que que da es saber si debemos hacer el diario de forma individual o en grupo;neutro
si entonces preguntemos manana;neutro
lo que dice Juan con respecto a que los hinchas no deben ser parte del entorno por que no le afectan al robot que opinas Sayra Leon;neutro
yo manana no puedo hacerlo;negativo
bueno lo que decia los hinchas son parte de ese entorno;positivo
Entonces lo hago yo no hay problema le pregunto a la tutora;neutro
hola chicas;neutro
y en todo caso es la palabra mas indicada al referirnos a las personas que se encuentran a cargo de los robots en juego ya que deben haber dos equipos;neutro
tambien pienso que las medidas de rendimiento se deben expresar diferente;neutro
Si porque ademasel robot de una u otra forma va a tener que interactuar con los hinchas que son la razon de ser del robot;neutro
por ejemplo e nlugar de meter goles se debe escribir nuero de goles;neutro
que cosa Juan Utpl Numero quisiste decir en lugar de nuero;positivo
me gusto lo del robot;positivo
es una vicion mas alplia;positivo
amplia;positivo
por eso es numero;neutro
jejej;positivo
numero;neutro
algo medible;negativo
tambien la Resistencia a ganar partido;positivo
puede ser tiempo de juego del robot;positivo
la verdad a mi no me parece que se deba poner eso de numero de goles porque al hacerlo dejas en una forma ambigua;negativo
en los actuadores;neutro
no seguro de los vervos como correr y patear;negativo
ya que posblemente solo se debe incluir los que realizan la accion;neutro
Segun lo que estoy leyendo dice medida de rendimiento criterio objetivo para medir el exito de la conducta de un agente;neutro
como los brasos y las piernas;neutro
correcto;positivo
y no necesariamente ganara el partido el debe tener resistencia gane o pierda;negativo
todo lo que se incuye debe ser suseptible de medir;positivo
tal vez resulte mas claro o medible poner numero de goles;positivo
correcto;positivo
en todos los lugares donde investigue en actuadores es esto Herramientas o elementos para efectuar el trabajo acciones a realizar;positivo
asi que necesariamente eso es loq ue debe realizar el robot;neutro
de acuerdo;positivo
con todo hay que preguntar a la tutora;neutro
aunque en el ejemplo del taxista en medidas de rendimiento dece seguro confiable comodo como mides eso;positivo
por esa razon no lo veo conveniente poner numero de goles;negativo
en su rendimiento debe meter goles;positivo
es necesario poner una escala;neutro
no necesariamente debe tener un numero de goles a realizar;neutro
como por ejemplo coniable alto;neutro
confiable;positivo
no Juan Utpl;negativo
o es confiable o no lo es;negativo
tambien;positivo
seria absurdo programar a un robat para que sea confiable alto medio o bajo;negativo
Lo que dice Sayra me parece correcto la maximizacion del objetivo seria meter goles;positivo
en lo de los goles es mejor el numero de goles;positivo
en las otras estoy revisando;neutro
no Juan el robot no necesariamente metera un numero de goles asignado puesto que tambien debe estar un robot en la porteria y su objetivo sera el de proteger el arco;neutro
y en el intento de meter el numero de goles tal vez se termine el partido y fracase en su rendimiento;neutro
Su rendimiento debe ser preciso que para eso sera programado;neutro
en ese caso deberiaos aclara que exsten dos modos de operacion del robot;positivo
ya que el objetivo principal del juegos es hacer la major cantidad de goles;positivo
y en el caso del robot arquero;neutro
el numero de goles que tapo;positivo
este tambien es la forma en que muchos arqueros son evaluados;positivo
el objetivo en cada robot es meter goles Juan Utpl y mientras mas robots lo intenten mayor sera la cantidad de goles metidos;positivo
y por tanto es el objetivo que buscariamos en el robot;positivo
no nos estamos refiriendo al equipo sino a uno solo;negativo
pero el rendimiento se refleja en el nuemro de goles;neutro
si Juan Utpl pero ese el objetivo del equipo no del robot;neutro
como te digo mientras mas robots intenten meter goles sera el numero de goles;positivo
pero si deberiamos poner nuemro de goles;neutro
ya que si el objetivo como equipo es hacer mas goles la del robot tambien;positivo
esto no indica que el robot debe actuar solo;negativo
sigo de acuerdo con Sayra en que el objetivo principal del robot es meter goles asi el robot siempre estara enfocado y claro en lo que debe hacer claro siguiendo las reglas del juego asi que puede ser mas preciso decir que meta goles como su objetivo;positivo
