MENSAJES;POLARIDAD
desarroll ejercici import clar variabl domini restriccion facilit ir constru tabl valor indic relacion variabl asi mism recuerd deb elabor unic solucion puzl;positivo
dem bienven nuev miembr duni in jar roa;negativo
igual maner metod lleg siguient respuest coincid elen baldeon;positivo
difer orden cas elen cas 4 marfil cas 5 verd mism caracterist respect ahi igual graci aport;positivo
cas amarill habit norueg fum cigarrill kools mascot zorr tom agu mientr cas verd habit japon fum cigarrill parliament tom caf mascot zebr;positivo
pod ver va realiz seleccion lleg respuest esper;positivo
bien realiz aport companer jos caiced despej inquietud teni;positivo
graci companer coinc 100 respuest graci aport;positivo
bien activ colabor esper pod conclu maner satisfactori;positivo
companer deb realiz dia hoy;negativo
cre aun;negativo
eva dec fech entrer diari personal primer entreg hoy;negativo
sol toc diari ahor supon;positivo
ejercici tambi toc;negativo
entonc todavi hac ejercici sub el aqui form individual;negativo
eva entreg sol deci diari algui pued chequ bien;negativo
primer deci;positivo
segun entend item 5 dec 10 diciembr 16 diciembr deb sub grup solucion ejercici entonc hoy faltari hac disen port facebook;positivo
item 5;negativo
eva unid 5 archiv pdf nombr definicion trabaj colabor segund bimestr archiv finaliz definicion trabaj colabor segund bimestr seleccion marc finaliz ahi deb ir hac fech;positivo
mmm entreg ahi mism dec nom diari;negativo
toc hac;negativo
cre diari nom hac;negativo
buen dias indic archiv denomin definicion trabaj colabor encontr unid 5 deb cad resolv ejercici 513 favor lean nuev document;positivo
desarroll ejercici import clar variabl domini restriccion facilit ir constru tabl valor indic relacion variabl;positivo
cristin contrer cambi nombr grup deb inteligent artificial grup 5 grupo5ia1819;positivo
bien sig adel;positivo
excelent propuest companer diferent planteamient noven restriccion dec espanol perr pued ser cas 4 5 plante restrccion ucranian beb siguend variabl busqued restriccion coincid result final;positivo
estim companer revis ejercici parec bien realiz comparacion solucion ejercici casi mism result sab empez tom cuent restriccion mas notabl ejempl norueg viv primer cas izquierd;negativo
dieg utrer alejandr river byron gomez mer andr ani chic aqui solucion ejercici;positivo
encabez pie pagin pued insert text grafic bien cambi ejempl pued agreg numer pagin hor fech logotip organizacion titul document nombr archiv nombr autor si des cambi encabez pie pagin insert fich encabez pie pagin situ baj herramient encabez pie pagin proporcion mas opcion manipul element;positivo
bien ahor tres comentari hech deb ver pas deb pon docuemnt;positivo
companer parec si introduccion pon opinion companer dav lopez segu enumer pas segu encabez pie pagin;positivo
companer designar secretari karin moroch karinit mb word trav colaboracion pued tip trabaj envi trav eva design tutor agradec colaboracion;positivo
pas deb segu pod realiz encabez pie pagin coment favor;positivo
graci karinit mb dar comentari bien;positivo
encabez are part superior pagin pued insert text imag permit identific document cambi pie pagin ubic are part inferior pagin pued inclu diferent tip informacion cit autor aclaracion termin numeracion pagin;positivo
ahor conoc pas deb realiz form conjunt document pas deb segu realiz encabez pie pagin supon va defin encabez univers tecnic particul loj pie pagin numer mism asi 1;positivo
companer dav lopez necesit opinion;negativo
list companer apen lleg hac lleg k ahor trabaj si disculp;positivo
encabez pie pagin pued insert text grafic bien cambi ejempl pued agreg numer pagin hor fech logotip organizacion titul document nombr archiv nombr autor si des cambi encabez pie pagin insert fich encabez pie pagin situ baj herramient encabez pie pagin proporcion mas opcion manipul element;positivo
hol dav bien esperm ver dec companer;neutro
seri import pon port relacion tem asignatur;negativo
entoz primer hac cartul nombr asignatur tem trabaj integr;positivo
si pued pon fond algun imag k llam etencion;positivo
seri buen realiz ejempl encabez pagin parec;positivo
si podri pon anex;positivo
quer realiz ejempl lueg copi el anex;positivo
hol buen dias hac port esper gust;positivo
seri import pon port relacion tem asignatur;negativo
graci companer vide explic detall gust opcion encabez disen sabi pareci interes tambi pod insert imag log nombr;positivo
asi companer util manej encabez pie pagin ver much opcion pod trabaj realment sencill;positivo
bien;positivo
companer secretari karinit mb lid presentacion trabaj hablemol aqui const colaboracion;positivo
deci trabaj bien tip unic pas encabez pie pagin falt anad ejempl encabez utpl pie pagin numer mism;positivo
dentr pas refier;positivo
ejempl pas 5 podri qued asi aparecer espaci deb escrib encabez cas seri utpl;positivo
hah entendi jajaj ahor cambi avis;positivo
companer ejempl qued realiz encabez pie pagin;positivo
si ver referi dentr pas enumer tambi pon el;positivo
mir asi bien;positivo
podri ser asi bien;positivo
companer dav lopez del vist buen trabaj tipi companer karin moroch si cambi el sugieral travez mur trabaj deb ser envi hoy juev maxim esper respuest;positivo
list entonc quedari envi el caratul hac comput;positivo
perfect;positivo
companer practic 9 personal realiz aprend;positivo
facil gui travez pagin recom habl detall insert pie pagin numer pagin;positivo
graci companer revis mas tard;positivo
verd revis enlac si ensen pas pas insert pie pagin;positivo
revis companer enlac ayud comprend mejor agreg numer pagin graci sub el;positivo
trabaj personal bas vide present conceptualiz maner personal entend plir b cad uno va hac imag represent propi plir nombr herramient web 20 nombr softwar utiliz realiz tar activ usar tecnologi informacion comunicacion trabaj colabor va hac siguient constru sol concept usted entend plir form constru definicion plir maner elabor imag representacion deb qued registr fabcebook b imag represent plir los integr grup determin;positivo
chic olvid envi link prof tambi dentr grup form seguimient primer bimestr;negativo
si companer envi;positivo
plir companer;positivo
buen herramient companer pued pon nombr grup;positivo
plir;positivo
companer defin imag sub sistem;negativo
hac envi;negativo
buen comapner;positivo
companer plir cristi andr parec complet pod conoc algun pagin mas podri sub delgrup;positivo
acuerd podri agreg mozill twitt pagin estar falt si estar acuerd complet envi;positivo
si acuerd;positivo
adr usted podri agreg hac companer;positivo
parec asi estari mas complet cre falt;positivo
si companer acuerd;positivo
dem estar acuerd sub el moment;positivo
subal mas companer vez companer estar conect moment;positivo
ok moment;positivo
list companer envi trabaj;positivo
perfect;positivo
entorn personal aprendizaj plir conjunt aplic utiliz cre proces aprendizaj fij objet gestion conten aprendizaj entorn personal aprendizaj tod relacion interpersonal inclu herramient web 20;positivo
concept qued definicion plir;positivo
list companer;positivo
